59,26,197
51,22,193
59,26,197
31,14,184
38,17,187
31,14,184
38,17,187
17,7,177
23,10,180
17,7,177
23,10,180
8,4,173
12,5,175
8,4,173
12,5,175
5,2,171
7,3,172
5,2,171
7,3,172
8,3,173
7,3,172
8,3,173
7,3,172
16,7,176
12,5,174
16,7,176
12,5,174
29,13,183
22,10,179
29,13,183
22,10,179
49,21,192
38,16,187
49,21,192
38,16,187
81,36,207
58,25,196
81,36,207
58,25,196
130,57,229
98,43,215
130,57,229
98,43,215
164,77,236
148,65,237
164,77,236
148,65,237
181,93,225
169,81,233
181,93,225
169,81,233
216,170,119
190,112,199
216,170,119
190,112,199
244,231,33
224,187,94
244,231,33
224,187,94
255,209,0
249,241,19
255,209,0
249,241,19
255,97,0
255,198,0
226,191,89
230,200,77
191,115,195
197,129,175
191,115,195
197,129,175
169,82,232
173,85,230
169,82,232
173,85,230
150,66,238
158,71,240
150,66,238
158,71,240
100,44,215
114,50,222
100,44,215
114,50,222
59,26,197
72,31,202
59,26,197
72,31,202
38,17,187
46,20,190
38,17,187
46,20,190
23,10,180
29,12,182
23,10,180
29,12,182
12,5,175
16,7,177
12,5,175
16,7,177
7,3,172
9,4,173
7,3,172
9,4,173
7,3,172
7,3,172
7,3,172
7,3,172
12,5,174
9,4,173
12,5,174
9,4,173
22,10,179
17,7,177
22,10,179
17,7,177
38,16,187
29,13,183
38,16,187
29,13,183
58,25,196
46,20,191
58,25,196
46,20,191
98,43,215
73,32,203
98,43,215
73,32,203
148,65,237
116,51,223
148,65,237
116,51,223
169,81,233
159,72,239
169,81,233
159,72,239
190,112,199
174,86,230
190,112,199
174,86,230
224,187,94
199,131,172
224,187,94
199,131,172
249,241,19
231,201,75
249,241,19
231,201,75
255,198,0
254,252,4
230,200,77
234,209,64
197,129,175
205,144,154
197,129,175
205,144,154
173,85,230
177,89,228
173,85,230
177,89,228
158,71,240
162,75,237
158,71,240
162,75,237
114,50,222
129,57,229
114,50,222
129,57,229
72,31,202
86,37,209
72,31,202
86,37,209
46,20,190
53,23,194
46,20,190
53,23,194
29,12,182
35,15,185
29,12,182
35,15,185
16,7,177
22,9,179
16,7,177
22,9,179
9,4,173
13,6,175
9,4,173
13,6,175
7,3,172
9,4,173
7,3,172
9,4,173
9,4,173
9,4,173
9,4,173
9,4,173
17,7,177
14,6,175
17,7,177
14,6,175
29,13,183
23,10,180
29,13,183
23,10,180
46,20,191
38,16,187
46,20,191
38,16,187
73,32,203
56,24,195
73,32,203
56,24,195
116,51,223
91,40,211
116,51,223
91,40,211
159,72,239
136,60,232
159,72,239
136,60,232
174,86,230
164,77,236
174,86,230
164,77,236
199,131,172
179,91,226
199,131,172
179,91,226
231,201,75
209,154,140
231,201,75
209,154,140
254,252,4
237,215,55
234,209,64
238,218,51
205,144,154
212,160,131
205,144,154
212,160,131
177,89,228
181,94,224
177,89,228
181,94,224
162,75,237
166,79,234
162,75,237
166,79,234
129,57,229
144,64,236
129,57,229
144,64,236
86,37,209
100,44,215
86,37,209
100,44,215
53,23,194
63,27,198
53,23,194
63,27,198
35,15,185
43,19,189
35,15,185
43,19,189
22,9,179
28,12,182
22,9,179
28,12,182
13,6,175
18,8,177
13,6,175
18,8,177
9,4,173
12,5,175
9,4,173
12,5,175
9,4,173
10,5,174
9,4,173
10,5,174
14,6,175
13,6,175
14,6,175
13,6,175
23,10,180
21,9,179
23,10,180
21,9,179
38,16,187
32,14,184
38,16,187
32,14,184
56,24,195
49,21,192
56,24,195
49,21,192
91,40,211
74,32,204
91,40,211
74,32,204
136,60,232
114,50,222
136,60,232
114,50,222
164,77,236
157,70,240
164,77,236
157,70,240
179,91,226
171,83,231
179,91,226
171,83,231
209,154,140
191,115,195
209,154,140
191,115,195
237,215,55
223,183,99
238,218,51
243,229,37
212,160,131
220,178,108
212,160,131
220,178,108
181,94,224
189,111,200
181,94,224
189,111,200
166,79,234
171,83,232
166,79,234
171,83,232
144,64,236
157,70,240
144,64,236
157,70,240
100,44,215
116,51,223
100,44,215
116,51,223
63,27,198
78,34,205
63,27,198
78,34,205
43,19,189
51,22,193
43,19,189
51,22,193
28,12,182
36,15,186
28,12,182
36,15,186
18,8,177
24,11,180
18,8,177
24,11,180
12,5,175
17,7,177
12,5,175
17,7,177
10,5,174
14,6,176
10,5,174
14,6,176
13,6,175
16,7,176
13,6,175
16,7,176
21,9,179
21,9,179
21,9,179
21,9,179
32,14,184
31,13,183
32,14,184
31,13,183
49,21,192
45,20,190
49,21,192
45,20,190
74,32,204
65,28,199
74,32,204
65,28,199
114,50,222
101,44,216
114,50,222
101,44,216
157,70,240
143,63,235
157,70,240
143,63,235
171,83,231
165,78,235
171,83,231
165,78,235
191,115,195
180,92,226
191,115,195
180,92,226
223,183,99
208,152,143
243,229,37
248,240,21
220,178,108
228,195,84
220,178,108
228,195,84
189,111,200
198,129,174
189,111,200
198,129,174
171,83,232
175,87,229
171,83,232
175,87,229
157,70,240
162,74,237
157,70,240
162,74,237
116,51,223
133,59,230
116,51,223
133,59,230
78,34,205
94,41,213
78,34,205
94,41,213
51,22,193
62,27,198
51,22,193
62,27,198
36,15,186
45,19,190
36,15,186
45,19,190
24,11,180
33,14,184
24,11,180
33,14,184
17,7,177
25,11,180
17,7,177
25,11,180
14,6,176
21,9,179
14,6,176
21,9,179
16,7,176
21,9,179
16,7,176
21,9,179
21,9,179
25,11,181
21,9,179
25,11,181
31,13,183
34,15,185
31,13,183
34,15,185
45,20,190
46,20,191
45,20,190
46,20,191
65,28,199
64,28,199
65,28,199
64,28,199
101,44,216
97,43,214
101,44,216
97,43,214
143,63,235
137,60,232
143,63,235
137,60,232
165,78,235
163,76,237
165,78,235
163,76,237
180,92,226
177,89,228
180,92,226
177,89,228
208,152,143
201,136,166
248,240,21
253,252,5
228,195,84
233,207,67
228,195,84
233,207,67
198,129,174
207,149,147
198,129,174
207,149,147
175,87,229
180,92,226
175,87,229
180,92,226
162,74,237
167,79,234
162,74,237
167,79,234
133,59,230
151,67,239
133,59,230
151,67,239
94,41,213
112,49,221
94,41,213
112,49,221
62,27,198
79,35,206
62,27,198
79,35,206
45,19,190
55,24,195
45,19,190
55,24,195
33,14,184
43,19,189
33,14,184
43,19,189
25,11,180
34,15,185
25,11,180
34,15,185
21,9,179
30,13,183
21,9,179
30,13,183
21,9,179
29,13,183
21,9,179
29,13,183
25,11,181
33,14,184
25,11,181
33,14,184
34,15,185
40,17,188
34,15,185
40,17,188
46,20,191
52,23,193
46,20,191
52,23,193
64,28,199
72,31,203
64,28,199
72,31,203
97,43,214
104,46,217
97,43,214
104,46,217
137,60,232
141,62,234
137,60,232
141,62,234
163,76,237
164,76,236
163,76,237
164,76,236
177,89,228
177,89,228
177,89,228
177,89,228
201,136,166
200,134,168
253,252,5
255,242,0
233,207,67
239,220,49
233,207,67
239,220,49
207,149,147
217,170,118
207,149,147
217,170,118
180,92,226
189,110,201
180,92,226
189,110,201
167,79,234
172,84,231
167,79,234
172,84,231
151,67,239
160,73,238
151,67,239
160,73,238
112,49,221
132,58,230
112,49,221
132,58,230
79,35,206
99,44,215
79,35,206
99,44,215
55,24,195
73,32,203
55,24,195
73,32,203
43,19,189
55,24,195
43,19,189
55,24,195
34,15,185
46,20,191
34,15,185
46,20,191
30,13,183
42,18,188
30,13,183
42,18,188
29,13,183
41,18,188
29,13,183
41,18,188
33,14,184
44,19,190
33,14,184
44,19,190
40,17,188
51,22,193
40,17,188
51,22,193
52,23,193
64,28,199
52,23,193
64,28,199
72,31,203
89,39,210
72,31,203
89,39,210
104,46,217
120,53,224
104,46,217
120,53,224
141,62,234
156,69,241
141,62,234
156,69,241
164,76,236
167,80,234
164,76,236
167,80,234
177,89,228
180,92,225
177,89,228
180,92,225
200,134,168
206,148,149
255,242,0
255,224,0
239,220,49
245,234,29
239,220,49
245,234,29
217,170,118
227,193,86
217,170,118
227,193,86
189,110,201
200,133,169
189,110,201
200,133,169
172,84,231
178,90,227
172,84,231
178,90,227
160,73,238
166,79,235
160,73,238
166,79,235
132,58,230
155,69,241
132,58,230
155,69,241
99,44,215
122,54,226
99,44,215
122,54,226
73,32,203
96,42,213
73,32,203
96,42,213
55,24,195
76,33,204
55,24,195
76,33,204
46,20,191
62,27,198
46,20,191
62,27,198
42,18,188
57,25,195
42,18,188
57,25,195
41,18,188
56,24,195
41,18,188
56,24,195
44,19,190
60,26,197
44,19,190
60,26,197
51,22,193
71,31,202
51,22,193
71,31,202
64,28,199
90,39,211
64,28,199
90,39,211
89,39,210
115,50,222
89,39,210
115,50,222
120,53,224
146,64,236
120,53,224
146,64,236
156,69,241
163,76,236
156,69,241
163,76,236
167,80,234
174,87,229
167,80,234
174,87,229
180,92,225
193,119,189
180,92,225
193,119,189
206,148,149
220,177,108
255,224,0
255,203,0
245,234,29
252,249,8
245,234,29
252,249,8
227,193,86
234,209,64
227,193,86
234,209,64
200,133,169
211,159,134
200,133,169
211,159,134
178,90,227
187,106,207
178,90,227
187,106,207
166,79,235
172,85,230
166,79,235
172,85,230
155,69,241
162,75,237
155,69,241
162,75,237
122,54,226
148,66,238
122,54,226
148,66,238
96,42,213
123,54,226
96,42,213
123,54,226
76,33,204
103,45,217
76,33,204
103,45,217
62,27,198
90,40,211
62,27,198
90,40,211
57,25,195
84,37,208
57,25,195
84,37,208
56,24,195
84,37,208
56,24,195
84,37,208
60,26,197
91,40,211
60,26,197
91,40,211
71,31,202
104,46,217
71,31,202
104,46,217
90,39,211
124,55,226
90,39,211
124,55,226
115,50,222
150,66,238
115,50,222
150,66,238
146,64,236
163,76,237
146,64,236
163,76,237
163,76,236
173,85,230
163,76,236
173,85,230
174,87,229
188,108,203
174,87,229
188,108,203
193,119,189
213,162,129
193,119,189
213,162,129
220,177,108
235,211,61
255,203,0
255,180,0
252,249,8
255,240,0
252,249,8
255,240,0
234,209,64
242,226,40
234,209,64
242,226,40
211,159,134
224,187,95
211,159,134
224,187,95
187,106,207
200,134,168
187,106,207
200,134,168
172,85,230
180,92,226
172,85,230
180,92,226
162,75,237
170,82,232
162,75,237
170,82,232
148,66,238
162,75,237
148,66,238
162,75,237
123,54,226
154,68,240
123,54,226
154,68,240
103,45,217
135,60,232
103,45,217
135,60,232
90,40,211
124,55,226
90,40,211
124,55,226
84,37,208
119,53,224
84,37,208
119,53,224
84,37,208
121,53,225
84,37,208
121,53,225
91,40,211
130,57,229
91,40,211
130,57,229
104,46,217
145,64,236
104,46,217
145,64,236
124,55,226
159,72,239
124,55,226
159,72,239
150,66,238
166,79,234
150,66,238
166,79,234
163,76,237
175,88,229
163,76,237
175,88,229
173,85,230
191,114,196
173,85,230
191,114,196
188,108,203
214,164,127
188,108,203
214,164,127
213,162,129
235,210,63
213,162,129
235,210,63
235,211,61
252,249,9
255,180,0
255,143,0
255,240,0
255,214,0
255,240,0
255,214,0
242,226,40
250,245,14
242,226,40
250,245,14
224,187,95
234,209,64
224,187,95
234,209,64
200,134,168
215,166,123
200,134,168
215,166,123
180,92,226
194,121,186
180,92,226
194,121,186
170,82,232
178,90,227
170,82,232
178,90,227
162,75,237
171,83,232
162,75,237
171,83,232
154,68,240
165,77,236
154,68,240
165,77,236
135,60,232
160,73,238
135,60,232
160,73,238
124,55,226
158,71,240
124,55,226
158,71,240
119,53,224
157,70,240
119,53,224
157,70,240
121,53,225
158,71,240
121,53,225
158,71,240
130,57,229
161,74,238
130,57,229
161,74,238
145,64,236
166,79,235
145,64,236
166,79,235
159,72,239
172,85,230
159,72,239
172,85,230
166,79,234
181,93,225
166,79,234
181,93,225
175,88,229
199,132,171
175,88,229
199,132,171
191,114,196
221,179,105
191,114,196
221,179,105
214,164,127
238,218,52
214,164,127
238,218,52
235,210,63
255,255,0
235,210,63
255,255,0
252,249,9
255,199,0
255,143,0
255,97,0
255,214,0
255,185,0
255,214,0
255,185,0
250,245,14
255,240,0
250,245,14
255,240,0
234,209,64
244,230,34
234,209,64
244,230,34
215,166,123
229,198,79
215,166,123
229,198,79
194,121,186
211,157,135
194,121,186
211,157,135
178,90,227
194,121,187
178,90,227
194,121,187
171,83,232
180,93,225
171,83,232
180,93,225
165,77,236
175,87,229
165,77,236
175,87,229
160,73,238
171,84,231
160,73,238
171,84,231
158,71,240
169,82,232
158,71,240
169,82,232
157,70,240
170,82,232
157,70,240
170,82,232
158,71,240
171,84,231
158,71,240
171,84,231
161,74,238
175,88,229
161,74,238
175,88,229
166,79,235
181,93,225
166,79,235
181,93,225
172,85,230
195,123,183
172,85,230
195,123,183
181,93,225
212,161,131
181,93,225
212,161,131
199,132,171
230,201,75
199,132,171
230,201,75
221,179,105
245,233,31
221,179,105
245,233,31
238,218,52
255,236,0
238,218,52
255,236,0
255,255,0
255,181,0
255,255,0
255,181,0
255,199,0
255,89,0
